,Unnamed: 0,csv_file,eval_id,label,metric,mode_id,opt_group,pc_name,x,y,ylabel
316,8,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.50$,d1_psnr,c3p-a0.5,d1,longdress_vox10_1300,0.2357482697449549,66.5081,D1 PSNR (dB)
317,9,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.50$,d1_psnr,c3p-a0.5,d1,longdress_vox10_1300,0.3847052214190306,71.0948,D1 PSNR (dB)
318,10,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.50$,d1_psnr,c3p-a0.5,d1,longdress_vox10_1300,0.5492898319980046,72.859,D1 PSNR (dB)
319,11,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.50$,d1_psnr,c3p-a0.5,d1,longdress_vox10_1300,1.0070702102414315,74.2964,D1 PSNR (dB)
320,12,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.25$,d1_psnr,c3p-a0.25,d1,longdress_vox10_1300,0.35719830389549234,64.2552,D1 PSNR (dB)
321,13,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.25$,d1_psnr,c3p-a0.25,d1,longdress_vox10_1300,0.4556823930085808,67.0534,D1 PSNR (dB)
322,14,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,$\alpha = 0.25$,d1_psnr,c3p-a0.25,d1,longdress_vox10_1300,0.8606867871221004,69.9604,D1 PSNR (dB)
323,15,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,longdress_vox10_1300,0.047619602641596516,59.8186,D1 PSNR (dB)
324,16,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,longdress_vox10_1300,0.18610527689908454,65.995,D1 PSNR (dB)
325,17,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,longdress_vox10_1300,0.18610527689908454,65.995,D1 PSNR (dB)
326,18,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,longdress_vox10_1300,0.18610527689908454,65.995,D1 PSNR (dB)
327,19,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d1_opt_rd_curve_d1_data.csv,alpha,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,longdress_vox10_1300,0.7252222116027908,67.904,D1 PSNR (dB)
328,0,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.90$,d2_psnr,c3p,d2,longdress_vox10_1300,0.21792005743817355,68.7448,D2 PSNR (dB)
329,1,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.90$,d2_psnr,c3p,d2,longdress_vox10_1300,0.3317986959856218,71.1632,D2 PSNR (dB)
330,2,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.90$,d2_psnr,c3p,d2,longdress_vox10_1300,0.4289493989272302,72.6303,D2 PSNR (dB)
331,3,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.90$,d2_psnr,c3p,d2,longdress_vox10_1300,0.7801894247557596,74.3642,D2 PSNR (dB)
332,4,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.75$,d2_psnr,c3p-a0.75,d2,longdress_vox10_1300,0.27088252914451155,72.3183,D2 PSNR (dB)
333,5,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.75$,d2_psnr,c3p-a0.75,d2,longdress_vox10_1300,0.3558276202087262,73.7807,D2 PSNR (dB)
334,6,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.75$,d2_psnr,c3p-a0.75,d2,longdress_vox10_1300,0.5217922388532878,75.3914,D2 PSNR (dB)
335,7,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.75$,d2_psnr,c3p-a0.75,d2,longdress_vox10_1300,0.8847343601028479,77.0056,D2 PSNR (dB)
336,8,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.50$,d2_psnr,c3p-a0.5,d2,longdress_vox10_1300,0.2357482697449549,73.5353,D2 PSNR (dB)
337,9,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.50$,d2_psnr,c3p-a0.5,d2,longdress_vox10_1300,0.3847052214190306,76.7724,D2 PSNR (dB)
338,10,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.50$,d2_psnr,c3p-a0.5,d2,longdress_vox10_1300,0.5492898319980046,78.4086,D2 PSNR (dB)
339,11,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.50$,d2_psnr,c3p-a0.5,d2,longdress_vox10_1300,1.0070702102414315,79.9036,D2 PSNR (dB)
340,12,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.25$,d2_psnr,c3p-a0.25,d2,longdress_vox10_1300,0.35719830389549234,72.9904,D2 PSNR (dB)
341,13,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.25$,d2_psnr,c3p-a0.25,d2,longdress_vox10_1300,0.4556823930085808,74.4716,D2 PSNR (dB)
342,14,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,$\alpha = 0.25$,d2_psnr,c3p-a0.25,d2,longdress_vox10_1300,0.8606867871221004,76.429,D2 PSNR (dB)
343,15,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,longdress_vox10_1300,0.047619602641596516,61.9212,D2 PSNR (dB)
344,16,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,longdress_vox10_1300,0.18610527689908454,69.0231,D2 PSNR (dB)
345,17,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,longdress_vox10_1300,0.18610527689908454,69.0231,D2 PSNR (dB)
346,18,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,longdress_vox10_1300,0.18610527689908454,69.0231,D2 PSNR (dB)
347,19,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/longdress_vox10_1300/results/alpha/d2_opt_rd_curve_d2_data.csv,alpha,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,longdress_vox10_1300,0.7252222116027908,71.2027,D2 PSNR (dB)
348,0,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c6,d1_psnr,c4-ws,d1,soldier_vox10_0690,0.19396726260707325,69.3417,D1 PSNR (dB)
349,1,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c6,d1_psnr,c4-ws,d1,soldier_vox10_0690,0.2733215130783378,71.3099,D1 PSNR (dB)
350,2,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c6,d1_psnr,c4-ws,d1,soldier_vox10_0690,0.457240028611016,73.1495,D1 PSNR (dB)
351,3,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c6,d1_psnr,c4-ws,d1,soldier_vox10_0690,0.6157722357452224,74.0386,D1 PSNR (dB)
352,4,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c6,d1_psnr,c4-ws,d1,soldier_vox10_0690,0.9184246311832528,74.9314,D1 PSNR (dB)
353,5,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c5,d1_psnr,c4,d1,soldier_vox10_0690,0.27143370021421537,70.7627,D1 PSNR (dB)
354,6,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c5,d1_psnr,c4,d1,soldier_vox10_0690,0.363407649131248,72.329,D1 PSNR (dB)
355,7,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c5,d1_psnr,c4,d1,soldier_vox10_0690,0.5333989538064312,73.68,D1 PSNR (dB)
356,8,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c5,d1_psnr,c4,d1,soldier_vox10_0690,0.9150897399758148,74.9079,D1 PSNR (dB)
357,9,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c4,d1_psnr,c3p-a0.75,d1,soldier_vox10_0690,0.2712206785291587,69.5558,D1 PSNR (dB)
358,10,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c4,d1_psnr,c3p-a0.75,d1,soldier_vox10_0690,0.363275428775006,70.6862,D1 PSNR (dB)
359,11,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c4,d1_psnr,c3p-a0.75,d1,soldier_vox10_0690,0.5333989538064312,71.7868,D1 PSNR (dB)
360,12,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c4,d1_psnr,c3p-a0.75,d1,soldier_vox10_0690,0.9150897399758148,72.9345,D1 PSNR (dB)
361,13,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c3,d1_psnr,c3p,d1,soldier_vox10_0690,0.2189495643614721,67.116,D1 PSNR (dB)
362,14,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c3,d1_psnr,c3p,d1,soldier_vox10_0690,0.33117526450957724,68.6208,D1 PSNR (dB)
363,15,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c3,d1_psnr,c3p,d1,soldier_vox10_0690,0.4363565579001204,69.60600000000001,D1 PSNR (dB)
364,16,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c3,d1_psnr,c3p,d1,soldier_vox10_0690,0.8039805672804201,70.7812,D1 PSNR (dB)
365,17,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c2,d1_psnr,c2,d1,soldier_vox10_0690,0.10864840495422327,61.6187,D1 PSNR (dB)
366,18,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c2,d1_psnr,c2,d1,soldier_vox10_0690,0.17129147151156332,64.4218,D1 PSNR (dB)
367,19,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c2,d1_psnr,c2,d1,soldier_vox10_0690,0.3911371960653426,67.7974,D1 PSNR (dB)
368,20,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c2,d1_psnr,c2,d1,soldier_vox10_0690,0.5512854297758406,68.7834,D1 PSNR (dB)
369,21,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c2,d1_psnr,c2,d1,soldier_vox10_0690,0.8594249699979157,69.5817,D1 PSNR (dB)
370,22,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c1,d1_psnr,c1,d1,soldier_vox10_0690,0.08701568555795614,61.2435,D1 PSNR (dB)
371,23,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c1,d1_psnr,c1,d1,soldier_vox10_0690,0.15568946947500253,64.3003,D1 PSNR (dB)
372,24,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c1,d1_psnr,c1,d1,soldier_vox10_0690,0.4379652389010652,67.128,D1 PSNR (dB)
373,25,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c1,d1_psnr,c1,d1,soldier_vox10_0690,0.6820072886471379,68.2499,D1 PSNR (dB)
374,26,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,c1,d1_psnr,c1,d1,soldier_vox10_0690,1.0204767094760676,69.0261,D1 PSNR (dB)
375,27,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.04867178224776442,60.4595,D1 PSNR (dB)
376,28,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.1876721045348828,65.8717,D1 PSNR (dB)
377,29,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.1876721045348828,65.8717,D1 PSNR (dB)
378,30,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.1876721045348828,65.8717,D1 PSNR (dB)
379,31,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC trisoup,d1_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.7261615420566325,67.952,D1 PSNR (dB)
380,32,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.02470316989122121,52.7993,D1 PSNR (dB)
381,33,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.08549515146117266,58.4312,D1 PSNR (dB)
382,34,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.2896139991974959,63.2093,D1 PSNR (dB)
383,35,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.6472039526540941,67.9736,D1 PSNR (dB)
384,36,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.8391658731914964,69.7013,D1 PSNR (dB)
385,37,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d1_opt_rd_curve_d1_data.csv,main,G-PCC octree,d1_psnr,octree-predlift/lossy-geom-lossy-attrs,d1,soldier_vox10_0690,0.9352827266041128,70.4249,D1 PSNR (dB)
386,0,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c6,d2_psnr,c4-ws,d2,soldier_vox10_0690,0.19393788030568607,73.5419,D2 PSNR (dB)
387,1,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c6,d2_psnr,c4-ws,d2,soldier_vox10_0690,0.27331416750299103,75.3152,D2 PSNR (dB)
388,2,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c6,d2_psnr,c4-ws,d2,soldier_vox10_0690,0.4572694109124031,77.5,D2 PSNR (dB)
389,3,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c6,d2_psnr,c4-ws,d2,soldier_vox10_0690,0.6157722357452224,78.6429,D2 PSNR (dB)
390,4,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c6,d2_psnr,c4-ws,d2,soldier_vox10_0690,0.9184246311832528,79.6957,D2 PSNR (dB)
391,5,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c5,d2_psnr,c4,d2,soldier_vox10_0690,0.27143370021421537,74.9531,D2 PSNR (dB)
392,6,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c5,d2_psnr,c4,d2,soldier_vox10_0690,0.3634223402819416,76.5603,D2 PSNR (dB)
393,7,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c5,d2_psnr,c4,d2,soldier_vox10_0690,0.5333989538064312,78.1807,D2 PSNR (dB)
394,8,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c5,d2_psnr,c4,d2,soldier_vox10_0690,0.9150897399758148,79.6913,D2 PSNR (dB)
395,9,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c4,d2_psnr,c3p-a0.75,d2,soldier_vox10_0690,0.2712206785291587,72.3625,D2 PSNR (dB)
396,10,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c4,d2_psnr,c3p-a0.75,d2,soldier_vox10_0690,0.363275428775006,73.892,D2 PSNR (dB)
397,11,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c4,d2_psnr,c3p-a0.75,d2,soldier_vox10_0690,0.5333989538064312,75.4958,D2 PSNR (dB)
398,12,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c4,d2_psnr,c3p-a0.75,d2,soldier_vox10_0690,0.9150897399758148,77.061,D2 PSNR (dB)
399,13,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c3,d2_psnr,c3p,d2,soldier_vox10_0690,0.2189495643614721,69.0484,D2 PSNR (dB)
400,14,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c3,d2_psnr,c3p,d2,soldier_vox10_0690,0.33117526450957724,71.1733,D2 PSNR (dB)
401,15,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c3,d2_psnr,c3p,d2,soldier_vox10_0690,0.4363565579001204,72.658,D2 PSNR (dB)
402,16,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c3,d2_psnr,c3p,d2,soldier_vox10_0690,0.8039805672804201,74.4455,D2 PSNR (dB)
403,17,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c2,d2_psnr,c2,d2,soldier_vox10_0690,0.10864840495422327,62.4078,D2 PSNR (dB)
404,18,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c2,d2_psnr,c2,d2,soldier_vox10_0690,0.17129147151156332,65.6886,D2 PSNR (dB)
405,19,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c2,d2_psnr,c2,d2,soldier_vox10_0690,0.3911371960653426,70.2142,D2 PSNR (dB)
406,20,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c2,d2_psnr,c2,d2,soldier_vox10_0690,0.5512854297758406,71.7475,D2 PSNR (dB)
407,21,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c2,d2_psnr,c2,d2,soldier_vox10_0690,0.8594249699979157,72.9656,D2 PSNR (dB)
408,22,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c1,d2_psnr,c1,d2,soldier_vox10_0690,0.08701568555795614,61.9842,D2 PSNR (dB)
409,23,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c1,d2_psnr,c1,d2,soldier_vox10_0690,0.15568946947500253,65.5277,D2 PSNR (dB)
410,24,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c1,d2_psnr,c1,d2,soldier_vox10_0690,0.4379652389010652,69.2357,D2 PSNR (dB)
411,25,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c1,d2_psnr,c1,d2,soldier_vox10_0690,0.6820072886471379,70.8801,D2 PSNR (dB)
412,26,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,c1,d2_psnr,c1,d2,soldier_vox10_0690,1.0204767094760676,72.0905,D2 PSNR (dB)
413,27,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,soldier_vox10_0690,0.04867178224776442,62.6025,D2 PSNR (dB)
414,28,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,soldier_vox10_0690,0.1876721045348828,69.0278,D2 PSNR (dB)
415,29,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,soldier_vox10_0690,0.1876721045348828,69.0278,D2 PSNR (dB)
416,30,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,soldier_vox10_0690,0.1876721045348828,69.0278,D2 PSNR (dB)
417,31,/home/quachmau/datassd/experiments/pcc_geo_cnn_v2/soldier_vox10_0690/results/main/d2_opt_rd_curve_d2_data.csv,main,G-PCC trisoup,d2_psnr,trisoup-predlift/lossy-geom-lossy-attrs,d2,soldier_vox10_0690,0.7261615420566325,71.3322,D2 PSNR (dB)
